customerid,product_name,signup_date,channel,first_activation_date,first_purchase_date,cancel_date,
9130350875498910,Mailchimp,6/14/21,PPC,7/14/21,,8/14/21,
9130350875588520,Mailchimp,6/14/21,Other,6/14/21,,,
9130350876230110,,6/14/21,Direct,,,,
9130350876362970,TurboTax,6/14/21,Other,6/14/21,,,
9130350876758450,Mailchimp,6/14/21,Sales,6/14/21,6/19/21,,
9130350876925980,TurboTax,6/14/21,Other,6/14/21,7/5/21,,
9130350877140930,QuickBooks,6/14/21,Sales,6/14/21,6/30/21,7/14/21,
9130350877270600,QuickBooks,6/14/21,Other,6/14/21,6/28/21,,
9130350877277760,Mailchimp,6/14/21,Other,6/14/21,6/21/21,,
9130350877304950,,6/14/21,Other,,,,
9130350877356470,,6/14/21,Other,,,,
9130350877413560,Mailchimp,6/14/21,PPC,6/14/21,,,
9130350877503970,QuickBooks,6/14/21,SEO,6/14/21,,,
9130350877922730,Mailchimp,6/14/21,PPC,6/18/21,,,
9130350877925380,Mailchimp,6/14/21,Direct,6/18/21,,7/25/21,
9130350878009530,,6/14/21,Direct,,,,
9130350878094290,Mailchimp,6/14/21,PPC,8/8/21,,11/7/21,
9130350878167330,,6/14/21,Direct,,,,
9130350878256810,,6/14/21,Direct,,,,
9130350881248520,Mailchimp,6/15/21,Other,6/15/21,6/21/21,7/14/21,
9130350881286010,,6/15/21,Other,,,,
9130350881593260,QuickBooks,6/15/21,Other,6/15/21,,11/11/21,
9130350881627300,,6/15/21,Other,,,,
9130350881727890,TurboTax,6/15/21,Other,6/15/21,7/10/21,,
9130350881875660,TurboTax,6/15/21,SEO,6/15/21,6/16/21,8/15/21,
9130350881932780,TurboTax,6/15/21,SEO,6/15/21,7/12/21,,
9130350882017550,,6/15/21,Other,,,,
9130350882379930,,6/15/21,Other,,,,
9130350882536350,Mint,6/15/21,SEO,6/15/21,,,
9130350882810870,QuickBooks,6/15/21,Direct,6/15/21,,,
9130350882861400,QuickBooks,6/15/21,Other,6/15/21,7/15/21,,
9130350882931620,,6/15/21,Direct,,,,
9130350882977790,QuickBooks,6/15/21,SEO,6/15/21,,,
9130350883391980,Mint,6/15/21,Sales,6/15/21,7/7/21,,
9130350883548720,,6/15/21,Other,,,,
9130350883700640,Mint,6/15/21,Other,6/15/21,6/28/21,,
9130350883732640,QuickBooks,6/15/21,SEO,6/15/21,,,
9130350883840370,,6/15/21,Direct,,,,
9130350883956790,TurboTax,6/15/21,Direct,6/15/21,6/26/21,,
9130350884054900,,6/15/21,Direct,,,,
9130350884057560,Mailchimp,6/15/21,SEO,6/15/21,6/22/21,,
9130350884077410,,6/15/21,PPC,,,,
9130350884244890,,6/15/21,PPC,,,,
9130350884245420,Mailchimp,6/15/21,Sales,6/15/21,,,
9130350884247800,,6/15/21,PPC,,,,
9130350884410200,TurboTax,6/15/21,Sales,6/15/21,7/13/21,,
9130350884412880,QuickBooks,6/15/21,SEO,6/16/21,,,
9130350884449980,,6/15/21,Direct,,,,
9130350884489730,,6/15/21,Direct,,,,
9130350884501120,Mailchimp,6/15/21,Direct,6/15/21,6/24/21,7/15/21,
9130350884993620,,6/15/21,Direct,,,,
9130350885078600,QuickBooks,6/15/21,PPC,6/16/21,,10/15/21,
9130350885095380,,6/15/21,PPC,,,,
9130350885147390,,6/15/21,Direct,,,,
9130350888148190,,6/16/21,Other,,,,
9130350888535010,Mint,6/16/21,Direct,6/16/21,6/25/21,,
9130350888685340,,6/16/21,SEO,,,,
9130350889035620,Mailchimp,6/16/21,Direct,6/16/21,6/22/21,,
9130350889159010,,6/16/21,PPC,,,,
9130350889508130,,6/16/21,Direct,,,,
9130350889772150,Mint,6/16/21,Other,6/16/21,,,
9130350889801360,QuickBooks,6/16/21,PPC,9/22/21,,10/22/21,
9130350889837200,Mailchimp,6/16/21,Other,6/16/21,,,
9130350890321900,QuickBooks,6/16/21,PPC,6/16/21,,,
9130350890450860,Mailchimp,6/16/21,Other,6/16/21,,,
9130350890614690,Mailchimp,6/16/21,PPC,6/16/21,6/22/21,10/13/21,
9130350890652420,Mint,6/16/21,PPC,6/16/21,7/11/21,,
9130350890722110,,6/16/21,Other,,,,
9130350890868890,Mint,6/16/21,Sales,6/16/21,,,
9130350890932390,,6/16/21,Direct,,,,
9130350891658400,QuickBooks,6/16/21,PPC,6/16/21,,11/16/21,
9130350891693730,Mailchimp,6/16/21,Direct,7/16/21,7/21/21,9/25/21,
9130350891752720,,6/16/21,PPC,,,,
9130350891782080,,6/16/21,Direct,,,,
9130350891841000,,6/16/21,Direct,,,,
9130350892085560,TurboTax,6/16/21,Direct,6/16/21,,7/17/21,
9130350895090430,Mailchimp,6/17/21,Other,7/17/21,8/7/21,,
9130350895117590,TurboTax,6/17/21,PPC,6/17/21,6/29/21,,
9130350895887270,Mint,6/17/21,Sales,6/17/21,7/15/21,,
9130350895952970,TurboTax,6/17/21,PPC,6/17/21,,,
9130350895987700,Mailchimp,6/17/21,Other,6/17/21,7/2/21,7/17/21,
9130350896014830,Mailchimp,6/17/21,Other,6/17/21,7/12/21,,
9130350896063510,,6/17/21,SEO,,,,
9130350896433670,QuickBooks,6/17/21,PPC,6/17/21,7/3/21,,
9130350896523870,,6/17/21,Other,,,,
9130350896602090,,6/17/21,PPC,,,,
9130350896950610,,6/17/21,Direct,,,,
9130350897066490,Mailchimp,6/17/21,SEO,6/17/21,,7/17/21,
9130350897194240,Mint,6/17/21,Other,6/17/21,7/12/21,,
9130350897584870,TurboTax,6/17/21,Other,6/17/21,6/19/21,,
9130350897956730,QuickBooks,6/17/21,SEO,6/17/21,7/15/21,,
9130350898487490,TurboTax,6/17/21,PPC,6/17/21,6/26/21,,
9130350898647270,Mailchimp,6/17/21,Other,6/17/21,,,
9130350898672590,QuickBooks,6/17/21,PPC,6/18/21,7/18/21,,
9130350898688430,Mint,6/17/21,SEO,6/18/21,,,
9130350898764890,,6/17/21,Direct,,,,
9130350898846460,Mint,6/17/21,SEO,6/18/21,,,
9130350901722790,,6/18/21,Direct,,,,
9130350901907670,Mailchimp,6/18/21,SEO,6/18/21,,,
9130350901948710,,6/18/21,Direct,,,,
9130350902078370,TurboTax,6/18/21,PPC,6/19/21,6/21/21,,
9130350902130260,,6/18/21,Direct,,,,
9130350902273450,QuickBooks,6/18/21,Other,6/18/21,,10/18/21,
9130350902509010,Mailchimp,6/18/21,SEO,7/19/21,7/25/21,,
9130350902510760,QuickBooks,6/18/21,PPC,6/18/21,,11/14/21,
9130350902514250,QuickBooks,6/18/21,Sales,6/18/21,7/12/21,11/18/21,
9130350902540080,QuickBooks,6/18/21,Other,7/18/21,8/4/21,,
9130350903239400,Mailchimp,6/18/21,Other,6/18/21,6/27/21,,
9130350903301560,,6/18/21,PPC,,,,
9130350903370200,QuickBooks,6/18/21,Other,6/18/21,,,
9130350903437730,QuickBooks,6/18/21,Sales,6/18/21,7/5/21,,
9130350903571230,,6/18/21,Direct,,,,
9130350903582310,QuickBooks,6/18/21,Sales,6/18/21,7/5/21,8/18/21,
9130350903668880,QuickBooks,6/18/21,Other,6/18/21,,,
9130350903760500,,6/18/21,Direct,,,,
9130350903817880,,6/18/21,Other,,,,
9130350903826300,Mint,6/18/21,Other,6/18/21,7/7/21,,
9130350903872570,,6/18/21,Direct,,,,
9130350903915470,,6/18/21,PPC,,,,
9130350903966660,Mint,6/18/21,Sales,6/18/21,,,
9130350904547750,,6/18/21,Direct,,,,
9130350904559040,QuickBooks,6/18/21,PPC,6/19/21,,7/18/21,
9130350907366080,,6/19/21,Direct,,,,
9130350907391860,QuickBooks,6/19/21,Other,6/19/21,,,
9130350907467870,TurboTax,6/19/21,PPC,6/19/21,,7/19/21,
9130350907508860,,6/19/21,Direct,,,,
9130350907590690,,6/19/21,PPC,,,,
9130350907604390,Mint,6/19/21,SEO,6/19/21,,8/19/21,
9130350907612900,QuickBooks,6/19/21,Sales,6/19/21,7/12/21,8/19/21,
9130350908046690,Mint,6/19/21,Direct,6/19/21,7/13/21,,
9130350908080040,Mailchimp,6/19/21,Other,6/19/21,,,
9130350908713220,,6/19/21,Direct,,,,
9130350908724620,,6/19/21,Other,,,,
9130350908739170,,6/19/21,Other,,,,
9130350908799080,,6/19/21,Direct,,,,
9130350908840340,,6/19/21,Direct,,,,
9130350908844490,Mint,6/19/21,PPC,6/20/21,6/30/21,8/19/21,
9130350908923640,,6/19/21,PPC,,,,
9130350911777300,,6/20/21,PPC,,,,
9130350911791880,,6/20/21,Direct,,,,
9130350911840260,TurboTax,6/20/21,SEO,7/21/21,,,
9130350911876220,,6/20/21,Direct,,,,
9130350911884030,,6/20/21,Direct,,,,
9130350911886270,,6/20/21,Direct,,,,
9130350911909490,Mint,6/20/21,Direct,6/20/21,7/1/21,,
9130350911988250,Mint,6/20/21,Other,6/20/21,6/21/21,,
9130350911999800,Mint,6/20/21,Direct,6/30/21,,,
9130350912004990,TurboTax,6/20/21,SEO,6/20/21,7/17/21,,
9130350912479100,,6/20/21,Direct,,,,
9130350912497760,TurboTax,6/20/21,SEO,6/20/21,,,
9130350912536060,QuickBooks,6/20/21,SEO,6/20/21,6/25/21,,
9130350912564200,,6/20/21,Other,,,,
9130350912605170,,6/20/21,Direct,,,,
9130350913256970,TurboTax,6/20/21,Other,6/20/21,7/14/21,,
9130350913274050,,6/20/21,PPC,,,,
9130350916428070,Mailchimp,6/21/21,Other,6/21/21,6/27/21,,
9130350916459450,,6/21/21,Other,,,,
9130350916640040,,6/21/21,PPC,,,,
9130350916914000,,6/21/21,SEO,,,,
9130350917056750,,6/21/21,Direct,,,,
9130350917311550,QuickBooks,6/21/21,Other,6/21/21,,,
9130350917359650,,6/21/21,Direct,,,,
9130350917532230,,6/21/21,SEO,,,,
9130350917533190,,6/21/21,Direct,,,,
9130350918723930,Mailchimp,6/21/21,Other,6/21/21,6/24/21,,
9130350918731370,Mailchimp,6/21/21,Other,6/21/21,,,
9130350918745080,,6/21/21,SEO,,,,
9130350919181980,Mint,6/21/21,Other,6/21/21,7/3/21,,
9130350919186170,Mint,6/21/21,Sales,6/21/21,,,
9130350919670670,Mint,6/21/21,Sales,6/21/21,6/29/21,,
9130350919726880,,6/21/21,Direct,,,,
9130350919750020,,6/21/21,SEO,,,,
9130350919751020,,6/21/21,Direct,,,,
9130350919761090,,6/21/21,Other,,,,
9130350919823810,,6/21/21,Direct,,,,
9130350919941590,,6/21/21,Other,,,,
9130350920012800,,6/21/21,Direct,,,,
9130350920014780,,6/21/21,Direct,,,,
9130350920031150,,6/21/21,Other,,,,
9130350920050640,,6/21/21,Direct,,,,
9130350920120660,,6/21/21,PPC,,,,
9130350923460020,TurboTax,6/22/21,Direct,6/23/21,7/16/21,8/22/21,
9130350923489680,,6/22/21,Direct,,,,
9130350923811050,,6/22/21,Other,,,,
9130350923831400,,6/22/21,PPC,,,,
9130350923865540,,6/22/21,Other,,,,
9130350923875390,QuickBooks,6/22/21,Sales,6/22/21,7/2/21,,
9130350923934330,Mint,6/22/21,PPC,7/22/21,,,
9130350924144370,QuickBooks,6/22/21,Direct,6/22/21,7/21/21,,
9130350924256360,,6/22/21,Direct,,,,
9130350924403310,Mailchimp,6/22/21,Other,7/22/21,8/14/21,,
9130350924417890,QuickBooks,6/22/21,SEO,6/23/21,7/2/21,,
9130350924516050,QuickBooks,6/22/21,SEO,6/22/21,7/1/21,,
9130350924689610,TurboTax,6/22/21,Other,6/22/21,7/8/21,,
9130350924700070,,6/22/21,Direct,,,,
9130350924800010,QuickBooks,6/22/21,SEO,6/22/21,7/18/21,7/22/21,
9130350924819060,Mailchimp,6/22/21,Sales,6/22/21,6/30/21,,
9130350924845310,TurboTax,6/22/21,Other,6/22/21,6/28/21,,
9130350924848130,,6/22/21,Direct,,,,
9130350925409730,,6/22/21,Direct,,,,
9130350925529320,TurboTax,6/22/21,PPC,6/23/21,,9/22/21,
9130350925622390,,6/22/21,Other,,,,
9130350925627210,Mailchimp,6/22/21,SEO,6/22/21,,,
9130350926256490,TurboTax,6/22/21,Sales,6/22/21,7/16/21,,
9130350926300480,QuickBooks,6/22/21,PPC,6/22/21,7/15/21,8/22/21,
9130350926843420,,6/22/21,Direct,,,,
9130350926852130,,6/22/21,Direct,,,,
9130350926994800,TurboTax,6/22/21,Direct,7/28/21,8/2/21,,
9130350927130830,,6/22/21,Direct,,,,
9130350927201660,,6/22/21,Direct,,,,
9130350927268690,,6/22/21,Direct,,,,
9130350930071490,,6/23/21,Other,,,,
9130350930129080,TurboTax,6/23/21,PPC,6/23/21,7/21/21,,
9130350930571140,Mint,6/23/21,Other,6/23/21,,,
9130350930761450,Mailchimp,6/23/21,PPC,6/23/21,,,
9130350930794570,Mailchimp,6/23/21,SEO,6/23/21,6/25/21,,
9130350930848230,,6/23/21,Direct,,,,
9130350930984720,TurboTax,6/23/21,PPC,6/23/21,,,
9130350931101320,,6/23/21,SEO,,,,
9130350931182780,QuickBooks,6/23/21,SEO,6/23/21,7/4/21,,
9130350931187980,TurboTax,6/23/21,Other,6/23/21,7/9/21,,
9130350931195420,TurboTax,6/23/21,Direct,6/23/21,,,
9130350931278840,TurboTax,6/23/21,PPC,6/23/21,7/4/21,,
9130350931307790,Mailchimp,6/23/21,Other,6/23/21,7/17/21,,
9130350931325600,,6/23/21,PPC,,,,
9130350931530790,TurboTax,6/23/21,Direct,7/27/21,8/10/21,,
9130350931551910,,6/23/21,Direct,,,,
9130350931567190,,6/23/21,PPC,,,,
9130350931619480,Mint,6/23/21,Other,6/23/21,7/2/21,7/21/21,
9130350931738770,TurboTax,6/23/21,Sales,6/23/21,,,
9130350932052150,TurboTax,6/23/21,Other,6/23/21,6/25/21,,
9130350932184540,QuickBooks,6/23/21,Other,7/23/21,,,
9130350932203660,,6/23/21,Sales,,,,
9130350932365400,Mailchimp,6/23/21,PPC,6/23/21,7/3/21,7/23/21,
9130350932489080,Mailchimp,6/23/21,Direct,6/23/21,7/11/21,,
9130350932535560,QuickBooks,6/23/21,Other,6/23/21,,,
9130350932741870,TurboTax,6/23/21,PPC,6/23/21,,,
9130350932876750,,6/23/21,Direct,,,,
9130350932923880,,6/23/21,Direct,,,,
9130350933022530,,6/23/21,Other,,,,
9130350933024420,,6/23/21,Other,,,,
9130350933686200,Mint,6/23/21,SEO,6/24/21,,,
9130350933757670,Mint,6/23/21,SEO,6/24/21,7/9/21,,
9130350933847050,QuickBooks,6/23/21,Direct,6/24/21,7/8/21,,
9130350933937240,Mint,6/23/21,PPC,7/29/21,,,
9130350933969360,,6/23/21,PPC,,,,
9130350936882270,,6/24/21,Direct,,,,
9130350937016700,,6/24/21,Direct,,,,
9130350937501070,QuickBooks,6/24/21,Sales,6/24/21,,7/24/21,
9130350937514620,,6/24/21,Direct,,,,
9130350937576550,,6/24/21,Direct,,,,
9130350937639090,TurboTax,6/24/21,Other,6/24/21,,,
9130350937937260,QuickBooks,6/24/21,Sales,6/24/21,,,
9130350938092410,,6/24/21,Other,,,,
9130350938125160,Mint,6/24/21,SEO,6/24/21,7/16/21,,
9130350938174410,Mint,6/24/21,Sales,6/24/21,6/27/21,7/24/21,
9130350938181490,QuickBooks,6/24/21,Direct,6/24/21,,7/24/21,
9130350938272090,Mailchimp,6/24/21,SEO,6/25/21,,7/24/21,
9130350938648720,Mailchimp,6/24/21,Sales,6/24/21,,9/24/21,
9130350938976200,,6/24/21,PPC,,,,
9130350939180060,Mint,6/24/21,PPC,6/24/21,,,
9130350939216460,TurboTax,6/24/21,Sales,6/24/21,7/2/21,,
9130350939530120,,6/24/21,Direct,,,,
9130350939542250,,6/24/21,Direct,,,,
9130350939568760,QuickBooks,6/24/21,SEO,6/24/21,,7/24/21,
9130350939582630,,6/24/21,Other,,,,
9130350939733510,,6/24/21,Direct,,,,
9130350940287750,TurboTax,6/24/21,PPC,6/24/21,7/20/21,11/17/21,
9130350940368250,,6/24/21,Direct,,,,
9130350940438540,TurboTax,6/24/21,Other,6/25/21,6/28/21,10/24/21,
9130350940448080,,6/24/21,PPC,,,,
9130350940773780,,6/24/21,Direct,,,,
9130350940778830,QuickBooks,6/24/21,Direct,6/24/21,,,
9130350940880770,QuickBooks,6/24/21,SEO,6/25/21,7/13/21,,
9130350940918340,,6/25/21,Direct,,,,
9130350943749030,,6/25/21,Direct,,,,
9130350943790090,TurboTax,6/25/21,SEO,6/25/21,,,
9130350943938270,,6/25/21,Direct,,,,
9130350944106750,,6/25/21,PPC,,,,
9130350944243250,,6/25/21,Direct,,,,
9130350944307640,Mint,6/25/21,PPC,6/25/21,7/7/21,,
9130350944356500,,6/25/21,SEO,,,,
9130350944657470,Mint,6/25/21,Sales,6/25/21,,,
9130350944758980,,6/25/21,Other,,,,
9130350944899190,Mailchimp,6/25/21,Direct,6/25/21,6/30/21,,
9130350944969380,QuickBooks,6/25/21,PPC,6/25/21,7/16/21,7/25/21,
9130350944972550,,6/25/21,Direct,,,,
9130350945345150,Mint,6/25/21,PPC,6/26/21,,,
9130350945357160,Mint,6/25/21,PPC,6/25/21,,,
9130350945358320,QuickBooks,6/25/21,Other,6/25/21,6/30/21,,
9130350945421290,QuickBooks,6/25/21,Other,6/25/21,6/28/21,,
9130350945531200,Mint,6/25/21,PPC,6/25/21,7/21/21,,
9130350945599330,Mailchimp,6/25/21,Other,6/25/21,6/28/21,7/7/21,
9130350945636440,,6/25/21,Direct,,,,
9130350945847670,TurboTax,6/25/21,Direct,6/25/21,,,
9130350945970630,QuickBooks,6/25/21,SEO,6/25/21,,,
9130350946155510,Mint,6/25/21,PPC,6/25/21,7/7/21,,
9130350946228970,,6/25/21,Direct,,,,
9130350946715260,,6/25/21,Direct,,,,
9130350946774500,,6/25/21,Other,,,,
9130350949801570,,6/26/21,Direct,,,,
9130350950023800,Mint,6/26/21,PPC,6/26/21,,,
9130350950047660,QuickBooks,6/26/21,Direct,6/26/21,7/23/21,,
9130350950077930,QuickBooks,6/26/21,Direct,6/26/21,,7/26/21,
9130350950123270,TurboTax,6/26/21,Sales,6/26/21,,11/22/21,
9130350950138520,QuickBooks,6/26/21,SEO,6/26/21,7/7/21,,
9130350950553060,,6/26/21,PPC,,,,
9130350950665490,,6/26/21,Direct,,,,
9130350950701770,Mint,6/26/21,PPC,6/26/21,,,
9130350950840960,Mint,6/26/21,Direct,6/26/21,7/14/21,,
9130350951272700,,6/26/21,Direct,,,,
9130350951344040,Mint,6/26/21,SEO,6/27/21,,11/22/21,
9130350951549230,,6/26/21,Direct,,,,
9130350951553020,Mailchimp,6/26/21,PPC,6/27/21,,,
9130350951576840,QuickBooks,6/26/21,PPC,6/27/21,7/21/21,,
9130350954638410,TurboTax,6/27/21,SEO,6/27/21,7/11/21,,
9130350954775280,,6/27/21,Direct,,,,
9130350955122570,QuickBooks,6/27/21,Direct,6/28/21,7/19/21,,
9130350955134960,Mint,6/27/21,Direct,6/27/21,7/9/21,,
9130350955159750,Mint,6/27/21,PPC,7/27/21,8/26/21,,
9130350955303420,Mailchimp,6/27/21,Direct,6/27/21,,,
9130350955361070,,6/27/21,Direct,,,,
9130350955365960,Mint,6/27/21,Direct,6/27/21,7/26/21,,
9130350956140440,TurboTax,6/27/21,Direct,6/28/21,,,
9130350958988190,QuickBooks,6/28/21,Direct,6/28/21,7/26/21,,
9130350959889400,QuickBooks,6/28/21,Direct,6/28/21,,,
9130350959899350,QuickBooks,6/28/21,Other,6/28/21,,,
9130350960262060,QuickBooks,6/28/21,Other,6/28/21,7/18/21,,
9130350960311210,,6/28/21,Direct,,,,
9130350960489380,TurboTax,6/28/21,Other,6/28/21,7/12/21,,
9130350960510320,,6/28/21,Direct,,,,
9130350960513270,QuickBooks,6/28/21,Sales,6/28/21,,,
9130350961006930,QuickBooks,6/28/21,Other,6/28/21,,,
9130350961424000,TurboTax,6/28/21,SEO,6/28/21,,,
9130350961452730,Mailchimp,6/28/21,PPC,6/28/21,7/12/21,,
9130350962020770,TurboTax,6/28/21,SEO,6/28/21,,,
9130350962084410,TurboTax,6/28/21,Other,6/28/21,,,
9130350962178340,Mint,6/28/21,PPC,6/29/21,7/22/21,,
9130350962647410,,6/28/21,Direct,,,,
9130350962667000,TurboTax,6/28/21,PPC,9/29/21,10/13/21,,
9130350962859110,Mailchimp,6/28/21,Direct,6/29/21,,,
9130350962881060,Mailchimp,6/28/21,SEO,6/29/21,7/6/21,8/28/21,
9130350962900560,,6/28/21,SEO,,,,
9130350963033270,,6/28/21,Direct,,,,
9130350963175160,,6/28/21,Direct,,,,
9130350966321910,Mint,6/29/21,Other,6/29/21,,6/30/21,
9130350966378280,QuickBooks,6/29/21,Other,8/1/21,,,
9130350966457390,Mailchimp,6/29/21,PPC,6/29/21,7/30/21,,
9130350966844000,,6/29/21,Direct,,,,
9130350966983390,,6/29/21,Direct,,,,
9130350967084290,TurboTax,6/29/21,Direct,6/29/21,,,
9130350967369000,,6/29/21,Direct,,,,
9130350967651860,QuickBooks,6/29/21,PPC,6/29/21,,,
9130350968121680,,6/29/21,SEO,,,,
9130350968322210,,6/29/21,Direct,,,,
9130350968327960,TurboTax,6/29/21,Other,6/29/21,,,
9130350968336040,Mint,6/29/21,Other,8/4/21,8/28/21,,
9130350968384300,Mailchimp,6/29/21,Other,6/29/21,7/8/21,,
9130350968431590,QuickBooks,6/29/21,Direct,6/29/21,,10/29/21,
9130350968496710,TurboTax,6/29/21,Direct,6/29/21,,9/25/21,
9130350968536580,Mint,6/29/21,Other,6/29/21,7/15/21,,
9130350968868850,Mailchimp,6/29/21,SEO,7/1/21,7/19/21,,
9130350969131550,,6/29/21,PPC,,,,
9130350969165600,,6/29/21,PPC,,,,
9130350969262090,QuickBooks,6/29/21,Direct,7/29/21,8/27/21,,
9130350969793890,QuickBooks,6/29/21,PPC,6/29/21,6/30/21,,
9130350970003850,QuickBooks,6/29/21,PPC,6/30/21,7/1/21,,
9130350970017750,QuickBooks,6/29/21,Other,6/29/21,,,
9130350970258490,,6/29/21,Direct,,,,
9130350970339580,TurboTax,6/29/21,PPC,6/30/21,7/7/21,,
9130350970620000,,6/29/21,Other,,,,
9130350970700870,Mint,6/29/21,PPC,6/30/21,,,
9130350973712100,Mailchimp,6/30/21,Other,6/30/21,,,
9130350973801790,QuickBooks,6/30/21,Direct,6/30/21,,,
9130350974098670,QuickBooks,6/30/21,Other,6/30/21,7/22/21,,
9130350974120730,Mint,6/30/21,PPC,6/30/21,7/28/21,,
9130350974185820,,6/30/21,Direct,,,,
9130350974270430,,6/30/21,Direct,,,,
9130350974411030,,6/30/21,Direct,,,,
9130350974781900,Mailchimp,6/30/21,Sales,6/30/21,7/1/21,,
9130350974804880,QuickBooks,6/30/21,Other,6/30/21,,,
9130350974860700,QuickBooks,6/30/21,PPC,6/30/21,,,
9130350975050330,TurboTax,6/30/21,Sales,6/30/21,7/3/21,,
9130350975105800,QuickBooks,6/30/21,SEO,6/30/21,,,
9130350975180970,QuickBooks,6/30/21,PPC,7/1/21,7/18/21,,
9130350975669780,Mint,6/30/21,Other,6/30/21,,,
9130350975703430,Mint,6/30/21,Other,6/30/21,7/9/21,,
9130350975762900,TurboTax,6/30/21,Other,6/30/21,,,
9130350976046470,TurboTax,6/30/21,PPC,8/3/21,8/6/21,,
9130350976055420,,6/30/21,Other,,,,
9130350976140580,Mint,6/30/21,Other,6/30/21,7/2/21,9/15/21,
9130350976146680,TurboTax,6/30/21,Other,6/30/21,,,
9130350976279070,Mint,6/30/21,Direct,7/1/21,,,
9130350976420810,,6/30/21,PPC,,,,
9130350976585980,Mint,6/30/21,Other,6/30/21,7/23/21,,
9130350976628040,TurboTax,6/30/21,PPC,6/30/21,7/8/21,,
9130350976848280,TurboTax,6/30/21,SEO,7/1/21,7/26/21,,
9130350976889450,QuickBooks,6/30/21,Direct,6/30/21,7/4/21,,
9130350976890400,Mailchimp,6/30/21,SEO,6/30/21,,,
9130350977411770,Mailchimp,6/30/21,SEO,6/30/21,7/23/21,7/30/21,
9130350977425830,,6/30/21,Direct,,,,
9130350977786440,,6/30/21,Direct,,,,
9130350978502050,QuickBooks,6/30/21,Direct,7/1/21,7/8/21,,
13563578087291900,,6/1/21,SEO,,,,
13563578087680600,Mailchimp,6/6/21,SEO,6/6/21,,,
13563578088221000,QuickBooks,6/13/21,Other,6/13/21,,,
13563578090317100,QuickBooks,6/21/21,SEO,6/21/21,,,
13563578091302500,,6/25/21,Direct,,,,
116490232,TurboTax,6/23/21,Direct,7/26/21,,,
9130350335405540,,6/11/21,Direct,,,,
9130350775702400,,6/8/21,Direct,,,,
9130350795372730,QuickBooks,6/1/21,SEO,6/2/21,6/6/21,6/8/21,
9130350795914980,,6/1/21,Direct,,,,
9130350796003450,,6/1/21,Direct,,,,
9130350796035590,TurboTax,6/1/21,Direct,6/1/21,6/27/21,7/1/21,
9130350796118070,,6/1/21,SEO,,,,
9130350796289540,Mint,6/1/21,Other,6/1/21,,,
9130350796498490,Mint,6/1/21,Other,6/1/21,6/10/21,,
9130350796533210,Mint,6/1/21,Other,6/1/21,6/15/21,7/11/21,
9130350796565960,Mint,6/1/21,Direct,6/1/21,6/17/21,,
9130350796664700,TurboTax,6/1/21,Other,6/1/21,,,
9130350796953650,Mint,6/1/21,SEO,6/1/21,,,
9130350797037590,Mailchimp,6/1/21,PPC,6/1/21,,,
9130350797122180,TurboTax,6/1/21,SEO,6/1/21,,,
9130350797242300,,6/3/21,Direct,,,,
9130350797249250,Mailchimp,6/1/21,Other,6/1/21,,7/1/21,
9130350797270350,Mailchimp,6/1/21,Direct,6/1/21,,,
9130350797397860,TurboTax,6/1/21,PPC,6/2/21,,,
9130350797800140,QuickBooks,6/1/21,Sales,6/1/21,,,
9130350797879350,,6/1/21,Direct,,,,
9130350797947670,TurboTax,6/1/21,Direct,6/1/21,,8/28/21,
9130350798211130,Mint,6/1/21,SEO,6/1/21,6/22/21,,
9130350798300620,Mailchimp,6/1/21,PPC,7/6/21,,,
9130350798499670,TurboTax,6/1/21,Direct,6/2/21,,,
9130350798704520,Mailchimp,6/1/21,Direct,6/1/21,6/30/21,,
9130350798863130,Mailchimp,6/1/21,Other,6/1/21,6/24/21,,
9130350798877090,,6/1/21,Direct,,,,
9130350799023730,Mint,6/1/21,Other,6/3/21,6/25/21,,
9130350799045620,TurboTax,6/1/21,Sales,6/1/21,6/25/21,,
9130350799058310,TurboTax,6/1/21,Sales,6/1/21,6/7/21,,
9130350799140730,QuickBooks,6/1/21,PPC,6/1/21,,,
9130350799157130,,6/1/21,Other,,,,
9130350799337530,QuickBooks,6/1/21,Other,6/2/21,,6/25/21,
9130350799829980,,6/1/21,Other,,,,
9130350799863840,,6/1/21,Direct,,,,
9130350800014060,QuickBooks,6/1/21,Direct,6/1/21,6/17/21,10/2/21,
9130350800221970,,6/1/21,Other,,,,
9130350800259920,TurboTax,6/1/21,Other,6/2/21,,7/1/21,
9130350803351250,Mint,6/2/21,Other,6/2/21,6/14/21,,
9130350803429710,,6/2/21,PPC,,,,
9130350803516370,Mint,6/2/21,Other,6/2/21,,,
9130350803543920,Mailchimp,6/2/21,Direct,6/3/21,,6/8/21,
9130350803644560,,6/2/21,Direct,,,,
9130350803795380,Mint,6/2/21,Other,6/2/21,,,
9130350803913540,Mint,6/2/21,Other,6/2/21,6/24/21,,
9130350804000510,Mint,6/2/21,Sales,6/2/21,,,
9130350804307380,TurboTax,6/2/21,SEO,6/2/21,,,
9130350804408150,,6/2/21,Direct,,,,
9130350804430140,Mint,6/2/21,Other,6/2/21,6/17/21,,
9130350804449360,Mailchimp,6/2/21,Other,6/2/21,6/19/21,,
9130350804779360,Mint,6/2/21,Sales,6/2/21,6/16/21,,
9130350804823820,,6/2/21,PPC,,,,
9130350805178580,,6/2/21,Other,,,,
9130350805194840,,6/2/21,Direct,,,,
9130350805334880,,6/2/21,Direct,,,,
